Individual/Business name,Address,Economic activity,Year
Suey Gee Chong,"15 Celestial Av, Melbourne, Australia",herbalist,1916
Suey Gee Chong,"15 Celestial Av, Melbourne, Australia",herbalist,1917
Suey Gee Chong,"15 Celestial Av, Melbourne, Australia",herbalist,1918
Suey Gee Chong,"15 Celestial Av, Melbourne, Australia",herbalist,1919
Suey Gee Chong,"15 Celestial Av, Melbourne, Australia",herbalist,1920
Suey Gee Chong,"15 Celestial Av, Melbourne, Australia",herbalist,1940
Chong Kee,"16 Celestial Av, Melbourne, Australia",store,1900
Chong Kee,"16 Celestial Av, Melbourne, Australia",store,1901
Chong Kee,"16 Celestial Av, Melbourne, Australia",store,1902
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1903
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1904
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1905
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1906
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1907
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1908
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1909
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1910
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1911
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1912
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1913
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1914
Cheong Kee ,"16 Celestial Av, Melbourne, Australia",store,1915
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1917
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1918
Cheong Kee,"16 Celestial Av, Melbourne, Australia",store,1919
Chong Yum ,"16 Celestial Av, Melbourne, Australia",hrdrsr,1920
Char Lee,"17 Celestial Av, Melbourne, Australia",[no data],1918
Char Lee,"17 Celestial Av, Melbourne, Australia",[no data],1919
Suey Gee Chong,"18 Celestial Av, Melbourne, Australia",store,1911
Suey Gee Chong,"18 Celestial Av, Melbourne, Australia",store,1912
Suey Gee Chong,"18 Celestial Av, Melbourne, Australia",store,1913
Occupied by Chinese,"18 Celestial Av, Melbourne, Australia",[no data],1914
Occupied by Chinese,"18 Celestial Av, Melbourne, Australia",[no data],1915
Occupied by Chinese,"18 Celestial Av, Melbourne, Australia",[no data],1916
Occupied by Chinese,"18 Celestial Av, Melbourne, Australia",[no data],1917
Gee Way,"18 Celestial Av, Melbourne, Australia",[no data],1918
Gee Way,"18 Celestial Av, Melbourne, Australia",[no data],1919
Quong Wing,"19 Celestial Av, Melbourne, Australia",[no data],1918
Quong Wing,"19 Celestial Av, Melbourne, Australia",[no data],1919
"Boar, Lew","19 Celestial Av, Melbourne, Australia",[no data],1940
Tack Kee,"20 Celestial Av, Melbourne, Australia",[no data],1900
Tack Kee,"20 Celestial Av, Melbourne, Australia",[no data],1901
vacant,"21 Celestial Av, Melbourne, Australia",vacant,1918
vacant,"21 Celestial Av, Melbourne, Australia",vacant,1919
vacant,"21 Celestial Av, Melbourne, Australia",[no data],1940
Yee Sang Yee Shing & Co,"22 Celestial Av, Melbourne, Australia",banana store,1900
Yee Sang Sing & Co,"22 Celestial Av, Melbourne, Australia",banana store,1901
Yee Sang & Yee Shing & Co,"22 Celestial Av, Melbourne, Australia",banana stre,1902
Yee Sang & Yee Shing & Co,"22 Celestial Av, Melbourne, Australia",banana stre,1903
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1904
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1905
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1906
Sun Yet Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1907
Le Mee,"22 Celestial Av, Melbourne, Australia",medicine store,1907
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1908
Ley Mee,"22 Celestial Av, Melbourne, Australia",medicine store,1908
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1909
Ley Mee,"22 Celestial Av, Melbourne, Australia",medicine store,1909
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1910
Mee Lee,"22 Celestial Av, Melbourne, Australia",medicine store,1910
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1911
Mee Lee,"22 Celestial Av, Melbourne, Australia",medicine store,1911
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1912
Mee Lee,"22 Celestial Av, Melbourne, Australia",medicine store,1912
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1913
Mee Lee,"22 Celestial Av, Melbourne, Australia",medicine store,1913
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1914
Mee Lee,"22 Celestial Av, Melbourne, Australia",medicine store,1914
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1915
Sun Yei Tai,"22 Celestial Av, Melbourne, Australia",banana merchant,1916
vacant,"22 Celestial Av, Melbourne, Australia",vacant,1917
vacant,"22 Celestial Av, Melbourne, Australia",vacant,1918
vacant,"22 Celestial Av, Melbourne, Australia",vacant,1919
Suey Gee Chong,"22 Celestial Av, Melbourne, Australia",store,1920
Ah Wah,"23 Celestial Av, Melbourne, Australia",restaurant,1900
Ah Wah,"23 Celestial Av, Melbourne, Australia",restaurant,1901
Ah Wah,"23 Celestial Av, Melbourne, Australia",restaurant,1902
Ah Wah,"23 Celestial Av, Melbourne, Australia",restaurant,1903
Ah Wah,"23a Celestial Av, Melbourne, Australia",restaurant,1904
Ah Cheong,"23 Celestial Av, Melbourne, Australia",[no data],1918
Ah Cheong,"23 Celestial Av, Melbourne, Australia",[no data],1919
Yee Sang & Yee Shing & Co,"24 Celestial Av, Melbourne, Australia",frt mchts,1902
Yee Sang & Yee Shing & Co,"24 Celestial Av, Melbourne, Australia",frt mchts,1903
Yee Sang & Yee Shing & Co,"24 Celestial Av, Melbourne, Australia",frt mchts,1904
Yee Sang & Yee Shing Prop Ltd,"24 Celestial Av, Melbourne, Australia",fruit merchants,1905
Yee Sang & Yee Shing Prop Ltd,"24 Celestial Av, Melbourne, Australia",fruit merchants,1906
Yee Sang & Yee Shing Prop Ltd,"24 Celestial Av, Melbourne, Australia",fruit merchants,1907
Yee Sang & Yee Shing Prop Ltd,"24 Celestial Av, Melbourne, Australia",fruit merchants,1908
Yee Sang & Yee Shing Prop Ltd,"24 Celestial Av, Melbourne, Australia",fruit merchants,1909
Yee Sang & Yee Shing Prop Ltd,"24 Celestial Av, Melbourne, Australia",fruit mers,1910
Yee Sang & Yee Shing Pty Ltd,"24 Celestial Av, Melbourne, Australia",banana imptrs,1911
Yee Sang & Yee Shing Pty Ltd,"24 Celestial Av, Melbourne, Australia",banana imptrs,1912
Yee Sang & Yee Shing Pty Ltd,"24 Celestial Av, Melbourne, Australia",banana imptrs,1913
Yee Sang & Yee Shing Pty Ltd,"24 Celestial Av, Melbourne, Australia",banana imptrs,1914
Yee Sang & Yee Shing Pty Ltd,"24 Celestial Av, Melbourne, Australia",banana imptrs,1915
Yee Sang & Yee Shing Pty Ltd,"24 Celestial Av, Melbourne, Australia",banana imptr,1916
vacant,"24 Celestial Av, Melbourne, Australia",vacant,1917
vacant,"24 Celestial Av, Melbourne, Australia",vacant,1918
"Greenwood, A.F.","24 Celestial Av, Melbourne, Australia",electrical engineer,1919
"Garrett, Kershaw","24 Celestial Av, Melbourne, Australia",sign writer,1919
"Greenwood, A.F.","24 Celestial Av, Melbourne, Australia",electrical engineer,1920
"Garratt, Kershaw","24 Celestial Av, Melbourne, Australia",sign writer,1920
"Kong, Jack","25 Celestial Av, Melbourne, Australia",[no data],1917
"Kong, Jack","25 Celestial Av, Melbourne, Australia",[no data],1918
"Kong, Jack","25 Celestial Av, Melbourne, Australia",[no data],1919
Wong Loy,"27 Celestial Av, Melbourne, Australia",[no data],1918
Wong Loy,"27 Celestial Av, Melbourne, Australia",[no data],1919
Occupied by Chinese,"29 Celestial Av, Melbourne, Australia",[no data],1917
Occupied by Chinese,"29 Celestial Av, Melbourne, Australia",[no data],1918
Occupied by Chinese,"29 Celestial Av, Melbourne, Australia",[no data],1919
1st of '5 houses occupied by Chinese',"? Cohen Pl, Melbourne, Australia",[no data],1901
2nd of '5 houses occupied by Chinese',"? Cohen Pl, Melbourne, Australia",[no data],1901
3rd of '5 houses occupied by Chinese',"? Cohen Pl, Melbourne, Australia",[no data],1901
4th of '5 houses occupied by Chinese',"? Cohen Pl, Melbourne, Australia",[no data],1901
5th of '5 houses occupied by Chinese',"? Cohen Pl, Melbourne, Australia",[no data],1901
1st of '2 houses occupied by Chinese',"? Cohen Pl, Melbourne, Australia",[no data],1902
2nd of '2 houses occupied by Chinese',"? Cohen Pl, Melbourne, Australia",[no data],1902
Douglas & Co,"? Cohen Pl, Melbourne, Australia",bath heater & stove mnfrs,1914
Conroy & Co,"? Cohen Pl, Melbourne, Australia",mantle mfrs,1914
"Nichol, A.","? Cohen Pl, Melbourne, Australia",underclothing mfr,1914
Pianolo Company,"? Cohen Pl, Melbourne, Australia",store room,1914
Douglas & Co,"? Cohen Pl, Melbourne, Australia",bath heater & stove mnfrs,1915
Conroy & Co,"? Cohen Pl, Melbourne, Australia",mantle mfrs,1915
"Nichol, A.","? Cohen Pl, Melbourne, Australia",underclothing mfr,1915
Pianolo Company,"? Cohen Pl, Melbourne, Australia",store room,1915
Douglas & Co,"? Cohen Pl, Melbourne, Australia",bath beater & stove mnfrs,1916
Conroy & Co,"? Cohen Pl, Melbourne, Australia",mantle mfrs,1916
"Nichol, A.","? Cohen Pl, Melbourne, Australia",underclothing mfr,1916
Pianolo Company store room,"? Cohen Pl, Melbourne, Australia",[no data],1916
Douglas & Co,"? Cohen Pl, Melbourne, Australia",bath beater & stove mnfrs,1917
Conroy & Co,"? Cohen Pl, Melbourne, Australia",mantle mfrs,1917
"Nichol, A.","? Cohen Pl, Melbourne, Australia",underclothing mfr,1917
Pianolo Company store room,"? Cohen Pl, Melbourne, Australia",[no data],1917
Douglas & Co,"? Cohen Pl, Melbourne, Australia",bath beater & stove mnfrs,1918
Conroy & Co,"? Cohen Pl, Melbourne, Australia",mantle mfrs,1918
Pianolo Company store room,"? Cohen Pl, Melbourne, Australia",[no data],1918
Douglas & Co,"? Cohen Pl, Melbourne, Australia",bath beater & stove mnfrs,1919
Conroy & Co,"? Cohen Pl, Melbourne, Australia",mantle mfrs,1919
Pianolo Company store room,"? Cohen Pl, Melbourne, Australia",[no data],1919
Douglas & Co,"? Cohen Pl, Melbourne, Australia",bath beater & stove mnfrs,1920
Star Cigar Co,"? Cohen Pl, Melbourne, Australia",[no data],1920
Pianolo Company store room,"? Cohen Pl, Melbourne, Australia",[no data],1920
"Stewart, Thomas W.","11 Cohen Pl, Melbourne, Australia",grocer,1900
"Stewart, Thomas W.","11 Cohen Pl, Melbourne, Australia",grocer,1902
"Stewart, Thomas W.","11 Cohen Pl, Melbourne, Australia",grocer,1903
"Stewart, Thomas W.","11 Cohen Pl, Melbourne, Australia",grocer,1904
"Stewart, Thomas W.","11 Cohen Pl, Melbourne, Australia",grocer,1905
"Stewart, Thomas W.","11 Cohen Pl, Melbourne, Australia",grocer,1906
"Stewart, Thomas W.","11 Cohen Pl, Melbourne, Australia",grocer,1907
"Stewart, Mrs Mary A.","11 Cohen Pl, Melbourne, Australia",grocer,1908
"Stewart, Mrs Mary A.","11 Cohen Pl, Melbourne, Australia",grocer,1909
"Stewart, Mrs Mary A.","11 Cohen Pl, Melbourne, Australia",grocer,1910
"Stewart, Mrs Mary A.","11 Cohen Pl, Melbourne, Australia",grocer,1911
Her Majesty's Theatre storeroom,"11 Cohen Pl, Melbourne, Australia",[no data],1912
Her Majesty's Theatre,"11 Cohen Pl, Melbourne, Australia",storeroom & wkshops,1913
Her Majesty's Theatre,"11 Cohen Pl, Melbourne, Australia",storerm & wkshops,1914
Her Majesty's Theatre,"11 Cohen Pl, Melbourne, Australia",storerm & wkshop,1915
Her Majesty's Theatre storerm & wkshops,"11 Cohen Pl, Melbourne, Australia",[no data],1916
Her Majesty's Theatre storerm & wkshops,"11 Cohen Pl, Melbourne, Australia",[no data],1917
Her Majesty's Theatre storerm & wkshops,"11 Cohen Pl, Melbourne, Australia",[no data],1918
Her Majesty's Theatre storerm & wkshops,"11 Cohen Pl, Melbourne, Australia",[no data],1919
Her Majesty's Theatre storerm & wkshops,"11 Cohen Pl, Melbourne, Australia",[no data],1920
His Majesty's Theatre,"11 Cohen Pl, Melbourne, Australia",storeroom and workshops,1940
"Williamson, J.C., Ltd","11 Cohen Pl, Melbourne, Australia",hiring department,1940
Payne's Bon Marche Pty Ltd,"11 Cohen Pl, Melbourne, Australia",storage,1940
Ah Chin,"12 Cohen Pl, Melbourne, Australia",[no data],1900
Lee Wing,"12 Cohen Pl, Melbourne, Australia",[no data],1900
"Conroy, John","12 Cohen Pl, Melbourne, Australia",[no data],1900
"Conroy, John","12 Cohen Pl, Melbourne, Australia",[no data],1901
"Deegle, James","12 Cohen Pl, Melbourne, Australia",[no data],1902
Occupied by Chinese,"12 Cohen Pl, Melbourne, Australia",[no data],1902
"Conroy, John","12 Cohen Pl, Melbourne, Australia",[no data],1902
"Deegle, James","12 Cohen Pl, Melbourne, Australia",[no data],1903
Occupied by Chinese,"12 Cohen Pl, Melbourne, Australia",[no data],1903
"Conroy, John","12 Cohen Pl, Melbourne, Australia",[no data],1903
"Deegle, James","12 Cohen Pl, Melbourne, Australia",[no data],1904
"Griffiths, Mrs Florence","12 Cohen Pl, Melbourne, Australia",[no data],1904
"Conroy, John","12 Cohen Pl, Melbourne, Australia",[no data],1904
Chinese,"14 Cohen Pl, Melbourne, Australia",[no data],1900
Charles Tack,"14 Cohen Pl, Melbourne, Australia",cabinetmaker,1900
"Tinsley, John H.","14 Cohen Pl, Melbourne, Australia",[no data],1900
Lee Charles Tack,"14 Cohen Pl, Melbourne, Australia",cabinetmaker,1901
"Tinnley, John H.","14 Cohen Pl, Melbourne, Australia",[no data],1901
"Bholram, Siram","14 Cohen Pl, Melbourne, Australia",[no data],1902
Lee Charles Tack,"14 Cohen Pl, Melbourne, Australia",cabinetmaker,1902
"Tingley, John H.","14 Cohen Pl, Melbourne, Australia",[no data],1902
"Harrison, Antono","14 Cohen Pl, Melbourne, Australia",[no data],1902
Occupied by Chinese,"14 Cohen Pl, Melbourne, Australia",[no data],1903
vacant,"14 Cohen Pl, Melbourne, Australia",vacant,1903
"Tinsley, John H.","14 Cohen Pl, Melbourne, Australia",[no data],1903
Occupied by Chinese,"14 Cohen Pl, Melbourne, Australia",[no data],1904
Ah Loon,"14 Cohen Pl, Melbourne, Australia",[no data],1904
Occupied by Chinese,"14 Cohen Pl, Melbourne, Australia",[no data],1904
Mury Hu,"15 Cohen Pl, Melbourne, Australia",cabinetmaker,1900
Ah Hoon,"16 Cohen Pl, Melbourne, Australia",[no data],1900
Occupied by Chinese,"16 Cohen Pl, Melbourne, Australia",[no data],1903
Occupied by Chinese,"16 Cohen Pl, Melbourne, Australia",[no data],1904
"Murphy, Austin","18 Cohen Pl, Melbourne, Australia",wood yard,1900
"Murphy, Austin","18 Cohen Pl, Melbourne, Australia",wood yard,1901
"Murphy, Austin","18 Cohen Pl, Melbourne, Australia",wood yard,1902
Cohen Bros,"20 Cohen Pl, Melbourne, Australia",furniture factory,1900
Cohen Bros,"20 Cohen Pl, Melbourne, Australia",furniture factory,1901
Cohen Bros,"20 Cohen Pl, Melbourne, Australia",furniture factory,1902
Cohen Bros,"20 Cohen Pl, Melbourne, Australia",furniture factory,1903
Cohen Bros,"20 Cohen Pl, Melbourne, Australia",furniture factory,1904
Cohen Bros,"20 Cohen Pl, Melbourne, Australia",furniture factory,1905
vacant,"20 Cohen Pl, Melbourne, Australia",vacant,1906
Her Majesty's Theatre storeroom,"20 Cohen Pl, Melbourne, Australia",[no data],1906
Hamodava Tea Co,"20 Cohen Pl, Melbourne, Australia",[no data],1907
Territorial Supply Stores,"20 Cohen Pl, Melbourne, Australia",[no data],1907
Her Majesty's Theatre storeroom,"20 Cohen Pl, Melbourne, Australia",[no data],1907
Hamodava Tea Co,"20 Cohen Pl, Melbourne, Australia",[no data],1908
"Direct Tea Import Co. - Davies, M.C., manager","20 Cohen Pl, Melbourne, Australia",[no data],1908
Territorial Supply Stores,"20 Cohen Pl, Melbourne, Australia",[no data],1908
Her Majesty's Theatre storeroom,"20 Cohen Pl, Melbourne, Australia",[no data],1908
Kellow Motor Co,"20 Cohen Pl, Melbourne, Australia",[no data],1909
Her Majesty's Theatre storeroom,"20 Cohen Pl, Melbourne, Australia",[no data],1909
Her Majesty's Theatre store room,"20 Cohen Pl, Melbourne, Australia",[no data],1910
Her Majesty's Theatre store room,"20 Cohen Pl, Melbourne, Australia",[no data],1911
vacant,"20 Cohen Pl, Melbourne, Australia",vacant,1912
"Taxi Cab Co Ltd - Wood, W.J., mgr","20 Cohen Pl, Melbourne, Australia",[no data],1913
